Unnamed: 0,timestamp,qids,ZZ,IZ,ZI
0.0,0.0,0,0.0,0.0,0.0
,1731629569.4029138,"('Q0', 'Q1')",-0.064860741370555,-0.0658538729929016,-0.0893771907501879
,1731629569.4029138,"('Q1', 'Q2')",-0.0433149227178759,0.072556660032097,-0.148986050295985
,1731633022.5897644,"('Q0', 'Q1')",-0.063370037045991,-0.069876748339003,-0.1023071664237784
,1731633022.5897644,"('Q1', 'Q2')",-0.0249333336885073,0.0819377271552905,-0.1290824694585115
,1731634808.1529171,"('Q0', 'Q1')",-0.0637385693995673,-0.0810279149939754,-0.0694612640549694
,1731634808.1529171,"('Q1', 'Q2')",-0.0230375580978152,0.088906765630945,-0.1218669047997345
,1731636636.6391068,"('Q0', 'Q1')",-0.0574358102797702,-0.0991548679993012,-0.0668766723032616
,1731636636.6391068,"('Q1', 'Q2')",-0.0412343315283432,0.0777265784269669,-0.1243054876841878
,1731638504.211552,"('Q0', 'Q1')",-0.0554805244187734,-0.11481065576596,-0.0699283466590072
,1731638504.211552,"('Q1', 'Q2')",-0.0418766346027921,0.0852605921025411,-0.1201019988558149
,1731640208.225521,"('Q0', 'Q1')",-0.0524630041480156,-0.1294749641209138,-0.050004048349038
,1731640208.225521,"('Q1', 'Q2')",-0.0440718398814725,0.0894157945101854,-0.1087947693546684
,1731641991.8093576,"('Q0', 'Q1')",-0.0478141264524492,-0.1193545827668529,-0.0354408210765093
,1731641991.8093576,"('Q1', 'Q2')",-0.0425041466130671,0.0934202912979103,-0.1322365914407282
,1731643744.0073876,"('Q0', 'Q1')",-0.0557411263125877,-0.1228555044431676,-0.0689055512600802
,1731643744.0073876,"('Q1', 'Q2')",-0.0375480132595784,0.1096130014416578,-0.0882695026015971
,1731645527.1749678,"('Q0', 'Q1')",-0.0593854258165116,-0.1380822227691283,-0.0461021120661158
,1731645527.1749678,"('Q1', 'Q2')",-0.0397856579683941,0.0991256884555227,-0.1042943386680406
,1731647327.0891488,"('Q0', 'Q1')",-0.052913216768438,-0.1354071889628461,-0.05457061745029
,1731647327.0891488,"('Q1', 'Q2')",-0.0295485845807736,0.096519767231447,-0.1067748240090384
,1731649126.9908628,"('Q0', 'Q1')",-0.0520197855226229,-0.1346878750837312,-0.0429554182322018
,1731649126.9908628,"('Q1', 'Q2')",-0.0539658909158313,0.0756454618820869,-0.0636687796497552
,1731650926.860684,"('Q0', 'Q1')",-0.0606232004484619,-0.144287044731306,-0.0495259444955307
,1731650926.860684,"('Q1', 'Q2')",-0.0111426997175934,0.0747035742499271,-0.0929644435698913
,1731652726.7246754,"('Q0', 'Q1')",-0.0517307817845549,-0.1374177079064633,-0.0577558843577534
,1731652726.7246754,"('Q1', 'Q2')",-0.0236482593612925,0.0772700188161135,-0.1021628609229665
,1731688726.3651545,"('Q0', 'Q1')",1.5188854142684465,-0.9329331800127624,-1.57607240510999
,1731688726.3651545,"('Q1', 'Q2')",1.5669459660471112,-1.547822996010205,-0.8829630803670705
,1731695926.2888615,"('Q0', 'Q1')",0.1278793592000582,-1.7968504564196364,-3.718673819188023
,1731695926.2888615,"('Q1', 'Q2')",1.410059865683052,-1.712832197485537,1.0943297660056317
,1731697726.3568788,"('Q0', 'Q1')",-0.234185174371591,-1.6025356080239457,0.1585139073271335
,1731697726.3568788,"('Q1', 'Q2')",1.909222987631816,-0.2464966898774818,-2.203895554673357
,1731699526.485591,"('Q0', 'Q1')",-0.4225561444993733,0.5281028111107462,-1.288391946495982
,1731699526.485591,"('Q1', 'Q2')",1.5715807686727947,-1.3936063091842943,1.3180315164766263
,1731701427.3714435,"('Q0', 'Q1')",-1.3200086809444684,-1.4672708365814895,-1.8898643306751093
,1731701427.3714435,"('Q1', 'Q2')",0.047497071979679,-2.403691562172024,-0.8260211570175553
,1731704934.353392,"('Q0', 'Q1')",2.333529518392159,-0.3700341098985378,-1.7495920201448651
,1731704934.353392,"('Q1', 'Q2')",1.7510796529966557,-0.0407406596288382,0.8205490396346855
,1731706726.6542327,"('Q0', 'Q1')",-1.5434195127137031,-0.7580213493162549,-3.2750911167069208
,1731706726.6542327,"('Q1', 'Q2')",0.0965640348404144,-2.9193178160174136,-0.9891997958373522
,1731713926.53541,"('Q0', 'Q1')",2.650718801466388,0.0981747704246807,-2.7488935718910685
,1731713926.53541,"('Q1', 'Q2')",0.0634185240346609,-2.292775966157684,-1.5073778027602356
,1731719326.7507744,"('Q0', 'Q1')",1.5688358370471347,-1.5288303274995254,-1.5727568165426584
,1731719326.7507744,"('Q1', 'Q2')",1.964816594079989,0.7451487330395956,-1.134150102741383
,1731722925.3709238,"('Q0', 'Q1')",-1.4824375507916328,0.3165330102818187,1.0701064802500744
,1731722925.3709238,"('Q1', 'Q2')",-1.467052457266929,1.2646065641243869,-2.1512276740931062
,1731724726.0770583,"('Q0', 'Q1')",0.0675524375338225,-3.7981937136717017,-4.473324572640515
,1731724726.0770583,"('Q1', 'Q2')",1.5731711324787945,1.442869936605124,-2.2925750187267298
,1731726525.8729808,"('Q0', 'Q1')",-1.1831732642493438,0.0630319702782724,-0.4427384758000148
,1731726525.8729808,"('Q1', 'Q2')",4.580823997276535,0.6229618447318197,0.4285056638773801
,1731728325.3736126,"('Q0', 'Q1')",4.4107046879625,0.6751620791103186,-1.5953268711163109
,1731728325.3736126,"('Q1', 'Q2')",1.0912549605715849,-1.0912549605715849,-3.228434938114381
,1731739127.668738,"('Q0', 'Q1')",-0.0711417077939096,-0.597958373620159,-0.2053657377734383
,1731739127.668738,"('Q1', 'Q2')",-0.0430780315485845,-0.1482695514058507,-0.3336362448999308
,1731740926.9662523,"('Q0', 'Q1')",-0.036010689249653,-0.5452099990529016,-0.0931899557664479
,1731740926.9662523,"('Q1', 'Q2')",-0.0257721761702613,-0.1751439357635655,-0.2501450894688677
,1731742727.1126013,"('Q0', 'Q1')",-0.0455381412804487,-0.4711915849355321,-0.1108773010274397
,1731742727.1126013,"('Q1', 'Q2')",-0.0383250061121271,-0.1994679538266988,-0.3314458890102587
,1731744527.0588603,"('Q0', 'Q1')",-0.0439151874738268,-0.3705300434586043,-0.1714128759002537
,1731744527.0588603,"('Q1', 'Q2')",-0.025223499141473,-0.2218573525994056,-0.3573680366220895
,1731746326.96266,"('Q0', 'Q1')",-0.0467889039076734,-0.398731391140922,-0.1371652086850501
,1731746326.96266,"('Q1', 'Q2')",0.1508366596903068,-0.3484169712553013,-0.3707805320625361
,1731749927.1184168,"('Q0', 'Q1')",-0.0547177774295413,-0.4501530924185566,-0.1256022377689865
,1731749927.1184168,"('Q1', 'Q2')",-0.0195078322819624,-0.3646004587031379,-0.3072214611557706
,1731751727.4753416,"('Q0', 'Q1')",-0.056903495134946,-0.4648915395486703,-0.1126117946362921
,1731751727.4753416,"('Q1', 'Q2')",-0.2044475198297308,-1.9560286904309527,-1.7266252026235214
,1731753527.8142605,"('Q0', 'Q1')",-0.0482099035804042,-0.4908368644215555,-0.0730231507318377
,1731753527.8142605,"('Q1', 'Q2')",0.2007451145568055,-0.1727344967439554,-0.0495222452738604
,1731755327.5435307,"('Q0', 'Q1')",-0.0483165683328521,-0.5026418810596649,-0.0665873816887181
,1731755327.5435307,"('Q1', 'Q2')",1.3550822274034182,-1.33146287903232,1.1017134214219624
,1731758927.8191895,"('Q0', 'Q1')",-0.0422708706201495,-0.5259636056304631,-0.0477469854406953
,1731758927.8191895,"('Q1', 'Q2')",-0.0325004622214191,-1.2922676032026867,-1.687229271251713
,1731760727.4412727,"('Q0', 'Q1')",-0.0455902593919965,-0.5149929067852028,-0.0454495143901017
,1731760727.4412727,"('Q1', 'Q2')",-0.7313623751284384,-0.8904662965825922,-0.9556546724062054
,1731762527.985742,"('Q0', 'Q1')",-0.0502440352849715,-0.5246010182820884,-0.0407250890635646
,1731762527.985742,"('Q1', 'Q2')",-0.038297398698404,-0.1940014288760867,-0.2504745143540114
,1731764327.3484073,"('Q0', 'Q1')",-0.0458010920620983,-0.5372031475102004,-0.0473342570824852
,1731764327.3484073,"('Q1', 'Q2')",-0.3366331551319117,-0.2479219608521266,-0.5332259820645326
,1731766127.5902965,"('Q0', 'Q1')",-0.03604602956131,-0.5461472328354606,-0.0306386187840157
,1731766127.5902965,"('Q1', 'Q2')",0.0609734222349778,-0.6318195170260559,-0.2293820113479618
,1731767927.2932458,"('Q0', 'Q1')",-0.042546696005163,-0.5465543623721238,-0.0303986229522639
,1731767927.2932458,"('Q1', 'Q2')",0.1410044641469001,-0.3743639857887535,-0.0367952105878242
,1731769727.5875766,"('Q0', 'Q1')",-0.0472430689054812,-0.5595086955663957,-0.0411982824395034
,1731769727.5875766,"('Q1', 'Q2')",-0.0139490428372681,-0.4591820722116555,-0.2526410910157803
,1731771526.909275,"('Q0', 'Q1')",-0.0466752558369574,-0.5483973967137121,-0.0478865671127657
,1731771526.909275,"('Q1', 'Q2')",-0.0327650086390405,-0.1439394651675822,-0.2198657262780496
,1731773327.1895258,"('Q0', 'Q1')",-0.037799093469796,-0.5427322099698353,-0.0078715298209113
,1731773327.1895258,"('Q1', 'Q2')",-0.023035132016977,-0.1595813058880661,-0.3360285177738751
,1731775127.5414052,"('Q0', 'Q1')",-0.0419202867666337,-0.5465188512556152,-0.0037287008641291
,1731775127.5414052,"('Q1', 'Q2')",-0.2469678791863492,-0.3641099611259948,-0.7433709092484451
,1731776927.8106377,"('Q0', 'Q1')",-0.0405278479889639,-0.5495397427856208,0.0053169806150012
,1731776927.8106377,"('Q1', 'Q2')",-0.0822432418493552,-0.1446847378712696,-0.786263416483092
,1731778728.321319,"('Q0', 'Q1')",-0.0423265203715823,-0.5580879217887942,-0.0056601357656074
,1731778728.321319,"('Q1', 'Q2')",-0.0612336467102636,-0.1709032376183543,-0.2537780916927108
,1731780943.2529886,"('Q0', 'Q1')",-0.0382721460063621,-0.586367942753304,0.0106777742456465
,1731780943.2529886,"('Q1', 'Q2')",0.0277638127097743,-0.116869812618563,-0.1596829489729243
,1731782589.579314,"('Q0', 'Q1')",-0.0450220562582108,-0.5761325170335114,0.0088082549869668
,1731782589.579314,"('Q1', 'Q2')",0.0185708394340249,-0.1213080164989914,-0.1650516276046563
,1731793648.654614,"('Q0', 'Q1')",-0.0415154826250407,-0.5748503860069185,-0.0017789260964669
,1731793648.654614,"('Q1', 'Q2')",-0.2411343061557005,-0.1274121239779617,-0.4402925792711372
,1731794926.6161647,"('Q0', 'Q1')",-0.03974970061415295,-0.5839150258831927,0.019208280056171922
,1731794926.6161647,"('Q1', 'Q2')",-0.038829953845493925,-0.316648475721105,-0.23297272345114273
